Tenure,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
9,1,15,4,1,2,4,1,1,3,0,2,2,148,0
12,1,7,4,1,5,0,3,2,11,1,2,1,179,1
1,1,12,1,1,4,4,3,2,3,1,3,3,159,1
18,3,7,5,0,4,2,5,1,7,1,2,4,180,0
9,1,18,3,1,5,0,5,1,4,1,3,3,224,0
1,3,30,5,0,5,2,1,1,9,1,2,1,167,0
7,1,30,4,0,4,0,1,2,3,1,2,13,260,0
9,3,6,4,1,4,0,5,1,3,0,2,3,216,0
9,1,30,3,0,4,4,5,1,5,1,3,3,165,0
5,1,14,4,1,4,2,1,1,5,0,2,8,184,0
11,1,7,4,1,5,2,3,1,3,0,2,8,185,0
6,1,7,3,1,4,2,1,1,3,1,8,9,187,0
12,1,36,4,0,4,2,1,2,3,0,10,10,149,0
24,1,14,3,0,5,5,3,1,7,1,14,9,312,0
31,3,32,4,0,4,0,5,2,9,0,8,10,201,0
10,1,15,2,0,4,0,3,1,3,0,13,3,226,0
29,1,15,3,0,4,1,3,1,4,1,2,3,273,0
10,1,18,4,1,5,2,4,2,3,0,2,4,190,0
19,1,14,4,1,4,0,5,1,4,0,2,3,222,0
9,1,7,3,1,4,4,5,1,6,0,2,3,147,0
1,1,16,3,1,5,4,3,1,2,1,2,1,159,1
31,3,7,4,0,5,2,3,2,9,0,2,4,180,0
3,1,9,4,1,4,4,4,1,2,0,2,5,152,0
5,1,7,3,1,4,4,4,2,3,0,2,1,150,0
6,1,7,4,1,4,2,4,1,3,0,2,10,187,0
10,1,13,4,0,2,4,1,1,5,0,2,1,155,0
5,1,15,4,0,4,2,1,2,3,0,2,9,169,0
9,3,7,5,1,5,2,5,2,2,0,3,9,168,0
19,1,13,6,1,4,0,5,1,6,1,2,1,257,0
11,1,14,3,1,4,0,3,2,6,0,2,3,262,0
20,2,12,3,1,4,2,4,1,3,1,2,3,175,0
4,1,7,4,1,5,2,1,1,3,1,4,1,176,0
9,1,7,3,1,5,4,3,2,3,0,2,5,154,0
29,3,7,4,1,4,0,1,1,5,0,2,3,227,0
12,1,13,3,0,6,2,1,1,9,1,2,10,178,0
8,1,7,3,1,4,2,4,1,3,0,2,4,168,0
30,1,14,4,1,6,0,1,2,6,0,2,3,198,0
1,3,9,1,1,4,4,5,1,5,0,2,1,148,0
25,1,16,4,1,4,4,1,1,5,0,2,4,146,0
4,1,9,4,1,5,2,1,1,3,0,11,9,167,0
10,3,16,3,1,5,0,1,2,3,0,5,3,221,1
14,1,7,4,1,5,1,4,1,3,0,2,12,260,0
25,3,28,5,1,4,2,1,2,2,1,2,1,179,0
4,3,11,3,0,5,2,4,1,3,1,3,8,177,0
20,1,7,3,1,5,0,5,1,4,1,2,6,232,0
6,3,13,3,1,4,2,3,2,3,0,6,8,175,0
28,1,9,2,0,4,0,3,1,11,0,2,4,260,0
1,3,10,6,0,4,2,3,1,2,0,2,3,175,0
2,3,11,3,1,4,2,3,1,3,0,2,5,167,0
31,3,17,3,1,4,1,3,2,2,0,2,9,264,0
18,1,30,3,1,4,2,4,1,6,0,2,3,145,0
1,2,13,6,1,4,4,5,1,6,1,2,3,146,1
6,1,7,4,1,4,4,5,2,3,0,2,1,155,0
1,1,13,4,0,5,4,1,2,3,1,2,1,154,1
8,1,13,6,0,4,2,3,2,3,0,3,11,173,0
11,1,9,4,1,5,2,1,1,7,0,2,1,177,0
31,2,9,6,0,5,5,1,1,11,0,3,3,313,0
24,1,7,4,0,4,5,4,1,5,1,2,8,307,0
1,3,12,5,1,5,2,3,2,3,1,2,4,182,1
1,1,14,3,1,5,4,1,1,3,0,3,2,154,0
1,1,22,3,0,4,4,1,2,3,0,2,1,154,0
25,1,7,3,0,5,0,5,2,5,0,13,9,200,0
1,1,14,4,1,6,2,3,2,3,1,2,7,186,1
28,2,33,6,0,2,1,1,2,4,1,5,5,298,0
1,1,25,4,1,4,4,3,1,2,0,2,3,153,0
8,1,13,4,0,5,2,4,1,8,0,2,1,170,0
11,3,10,4,1,4,0,1,2,4,0,2,4,199,0
8,1,12,3,0,5,0,5,2,4,0,2,9,241,0
10,3,18,2,0,4,0,1,1,2,0,3,3,222,0
10,1,10,4,0,4,4,1,1,7,0,2,1,153,0
17,3,33,4,1,4,1,1,1,3,1,5,13,295,0
4,1,30,4,1,6,4,3,1,3,0,2,10,151,0
7,3,29,5,1,4,2,4,1,2,0,2,8,186,0
20,1,21,4,0,4,4,4,1,11,1,5,4,175,1
25,1,13,4,1,4,5,3,2,9,0,16,16,320,0
1,3,13,4,1,6,2,3,1,6,1,8,8,187,1
1,1,13,6,0,5,4,4,1,3,0,5,4,149,0
21,1,30,3,0,4,0,1,1,3,0,16,3,228,1
1,3,29,5,1,4,4,3,2,3,1,2,1,142,1
1,1,9,1,1,4,4,1,1,2,0,3,2,150,0
23,1,27,3,0,4,2,5,1,3,0,6,12,191,0
17,1,35,3,0,2,4,3,2,6,0,2,3,172,0
24,3,19,5,0,4,0,1,2,6,0,3,3,217,0
1,3,27,4,0,6,2,3,1,5,1,3,3,171,1
15,3,16,4,1,4,0,3,1,5,1,2,8,207,0
1,2,32,4,0,4,4,3,1,3,0,6,8,154,0
10,1,13,3,1,4,2,4,1,8,0,2,2,174,0
15,1,15,4,1,6,0,1,2,4,0,2,4,232,1
13,3,11,4,0,5,2,3,1,6,0,6,10,184,0
1,3,35,4,1,5,2,3,1,4,0,3,3,211,0
4,2,16,6,1,4,2,1,1,2,1,5,8,188,0
1,1,16,3,0,4,4,5,2,9,0,2,5,167,1
19,1,36,3,1,4,4,1,2,7,0,2,4,160,0
12,1,10,1,0,4,2,3,2,5,1,3,3,168,0
4,1,25,4,0,4,4,3,2,3,0,2,5,151,0
6,3,16,3,1,6,2,1,1,2,0,2,8,172,0
4,1,12,1,0,4,4,5,1,7,0,3,31,157,0
4,1,9,3,1,5,4,1,2,2,0,2,3,152,0
15,1,17,4,1,5,1,5,1,6,0,8,8,297,0
15,1,16,4,1,4,4,5,1,4,0,2,5,147,0
1,1,10,3,0,4,4,4,2,3,0,2,1,140,0
14,1,33,3,0,4,2,4,1,3,0,3,14,181,0
9,3,7,5,1,4,0,4,1,3,0,2,7,198,0
27,3,13,5,1,4,2,3,1,4,1,5,6,148,0
19,1,16,4,1,4,2,4,1,10,0,2,16,148,0
6,3,15,5,0,4,0,1,2,3,0,4,3,215,0
3,1,7,1,1,4,2,3,1,3,0,2,10,168,0
25,1,14,3,1,5,2,3,1,4,0,2,1,186,0
31,1,16,3,0,5,4,4,1,6,1,2,1,158,0
14,3,11,5,1,5,0,1,1,9,0,2,12,234,0
8,3,9,5,0,4,4,3,1,8,0,2,3,147,0
1,1,26,3,1,4,4,1,1,3,0,3,3,148,0
1,1,16,3,1,4,4,4,1,8,0,3,3,145,0
2,1,28,3,1,4,4,1,1,3,0,2,3,152,0
31,1,31,4,1,2,0,1,1,5,1,2,3,219,0
1,1,10,3,1,5,4,3,1,3,1,2,2,151,0
24,1,18,4,0,4,5,4,2,5,0,5,5,324,0
15,1,21,4,1,4,4,3,1,6,0,2,9,150,0
4,3,12,4,0,4,0,1,1,4,0,8,3,219,0
12,3,7,4,0,5,2,1,2,6,0,2,3,212,0
6,1,13,4,1,4,4,3,2,5,0,2,5,155,0
1,1,24,1,1,4,4,4,1,2,1,2,2,156,0
1,3,7,1,0,6,4,5,2,2,0,2,1,148,1
10,1,10,3,1,4,4,4,2,6,0,8,3,146,0
4,1,16,3,1,4,2,5,1,3,0,7,11,156,0
19,3,11,4,0,4,2,5,1,6,1,2,4,175,0
30,1,15,4,0,4,4,5,1,6,1,3,3,168,0
7,1,9,4,1,4,4,1,2,2,0,2,3,150,0
1,1,9,4,1,5,4,1,2,3,0,2,1,136,1
20,3,7,5,0,4,0,5,1,3,0,16,3,230,0
12,1,16,4,0,4,4,1,2,3,0,3,2,148,0
5,1,19,3,0,4,4,1,1,10,1,2,3,164,0
8,1,34,3,0,4,4,4,2,4,0,2,3,148,0
5,3,27,5,0,4,4,4,2,3,1,2,3,156,1
24,1,7,3,1,5,4,3,1,4,0,2,3,162,0
27,1,20,3,0,2,2,5,1,3,0,2,4,170,0
7,1,21,3,0,4,4,4,1,3,0,2,7,153,0
14,1,11,3,0,4,5,3,1,3,0,10,10,315,0
29,1,21,3,1,2,5,4,2,10,0,3,16,312,0
8,1,9,4,1,5,2,3,1,3,0,2,3,220,0
25,1,10,3,0,4,1,4,2,5,0,2,1,262,0
26,1,7,4,1,5,5,3,1,2,0,12,10,325,0
1,1,16,3,0,4,4,4,2,3,0,2,4,148,0
1,1,30,4,1,5,2,3,1,5,1,2,2,184,1
17,1,14,3,1,2,4,1,1,6,0,3,3,146,0
19,1,9,3,1,5,1,1,1,11,0,12,9,293,0
11,1,28,4,1,2,4,5,1,3,1,2,8,161,0
9,1,9,3,0,4,2,4,2,7,0,2,3,169,0
16,1,28,3,0,4,2,3,1,4,0,2,3,178,0
12,1,9,4,1,4,2,3,1,11,0,2,1,191,0
12,1,36,1,1,4,2,1,1,5,0,2,8,188,0
1,1,7,1,1,5,2,5,1,7,0,3,1,168,0
23,1,25,4,1,4,2,1,1,3,1,2,8,193,0
8,1,17,3,1,4,4,3,1,3,1,3,1,163,0
14,1,26,3,1,4,2,1,1,10,1,4,8,152,0
2,1,36,3,1,4,2,5,1,9,1,2,1,192,1
1,3,34,5,0,4,0,1,1,3,0,2,10,201,1
1,1,12,4,1,2,4,4,1,3,1,3,3,148,0
10,1,25,3,0,4,4,1,2,3,0,2,8,147,0
14,1,16,4,1,5,2,1,1,11,0,2,3,174,0
20,1,7,3,1,4,0,5,1,9,0,2,3,219,0
1,3,11,3,1,6,0,1,1,3,0,10,3,229,1
4,1,7,4,1,5,0,3,2,3,0,6,3,210,0
1,3,27,4,0,4,2,3,2,3,0,2,3,225,0
25,1,15,4,1,5,0,4,1,7,0,2,8,250,0
1,1,10,1,0,4,4,5,2,7,1,2,5,152,1
15,3,13,4,0,4,0,1,2,5,1,2,1,261,0
1,3,33,5,0,5,2,5,2,7,0,2,2,192,1
1,1,7,1,1,4,4,3,2,2,0,2,6,146,1
19,3,13,3,0,5,0,1,2,8,0,13,3,214,0
28,3,10,5,0,4,2,5,1,4,0,2,6,184,0
10,1,12,4,1,4,2,4,2,10,0,4,8,184,0
7,1,11,3,0,5,4,4,1,8,0,2,2,151,0
11,1,18,6,1,4,0,1,1,3,1,2,8,247,0
12,3,10,4,1,4,0,3,1,2,0,6,3,231,0
5,1,7,3,1,6,2,3,1,2,0,2,5,168,0
31,1,10,4,1,5,4,1,1,5,0,2,1,147,0
11,3,11,5,1,4,4,1,1,6,0,6,9,153,0
3,3,7,3,0,4,0,1,1,3,0,5,2,204,0
9,3,7,5,0,4,0,3,2,3,0,2,3,213,0
1,1,25,3,1,5,4,1,2,3,1,2,2,149,1
26,1,9,4,0,5,4,1,2,9,0,3,3,157,0
16,1,11,2,1,4,5,1,1,3,0,12,16,317,0
31,2,13,3,1,4,4,3,1,10,0,3,3,148,0
24,3,7,3,0,4,5,1,1,5,0,2,7,320,0
1,1,21,3,1,4,4,1,1,7,1,2,5,149,1
17,3,23,5,0,4,1,1,1,7,1,2,10,286,0
1,1,9,4,0,4,4,5,1,9,0,2,8,152,1
26,3,9,4,1,5,5,3,2,3,1,16,13,316,0
6,3,11,4,0,4,4,4,1,4,0,2,3,164,0
1,1,7,4,1,5,4,3,2,2,1,2,3,162,1
13,1,7,3,0,4,4,3,1,9,0,2,3,147,0
6,3,33,5,1,4,2,1,1,2,0,3,3,170,0
15,1,26,4,1,4,2,5,1,4,0,2,1,156,0
14,1,31,1,1,4,2,1,1,3,0,5,8,158,0
19,1,7,6,1,2,5,1,1,2,0,2,8,317,0
5,1,10,3,1,4,0,3,1,11,0,3,3,262,0
7,1,12,4,0,5,4,1,1,3,0,2,3,154,0
8,1,9,4,1,5,2,5,1,8,0,6,10,185,0
11,1,7,3,0,5,4,5,1,4,0,2,3,164,0
19,1,14,4,1,2,2,3,1,6,0,2,3,189,0
1,1,17,3,1,4,0,3,1,8,0,2,3,225,1
13,1,9,2,0,4,0,3,2,2,0,2,9,234,0
3,1,22,4,1,4,4,1,2,3,0,2,6,148,0
16,1,24,4,0,2,2,5,2,5,1,2,3,190,0
3,3,27,5,1,4,2,1,1,4,0,2,3,194,0
1,1,7,4,0,4,2,3,1,2,0,2,3,174,0
16,1,9,3,0,5,4,5,1,2,1,8,9,151,0
14,1,9,3,1,4,5,3,1,2,0,4,10,319,0
25,1,7,4,1,4,4,1,1,3,0,2,1,152,0
1,1,36,3,1,5,4,4,2,2,0,2,5,160,1
6,1,14,4,1,2,4,4,1,3,0,2,4,153,0
12,3,9,4,1,5,2,1,1,5,0,8,6,177,0
6,1,9,1,1,5,2,5,2,6,0,2,5,147,0
20,3,9,2,0,6,1,4,1,5,1,8,8,294,0
1,1,9,4,1,4,4,3,2,4,0,2,1,160,1
3,3,9,3,1,5,2,4,1,4,0,2,1,191,0
5,1,30,3,1,5,2,1,1,2,0,8,9,181,0
1,1,12,4,1,2,2,5,1,3,0,2,6,165,0
19,1,27,3,1,4,1,1,1,2,1,2,11,260,0
10,1,13,4,1,4,4,1,1,2,0,11,12,157,0
29,1,7,3,1,4,5,5,2,2,1,5,14,315,0
11,1,36,4,1,4,0,4,1,3,1,2,10,243,1
2,1,16,3,1,4,4,1,1,3,0,2,5,146,0
11,3,13,3,1,4,2,1,1,6,0,2,2,190,0
1,1,10,3,1,5,4,3,2,3,0,2,1,157,0
11,1,7,3,0,4,0,1,1,4,1,2,3,261,0
9,1,29,4,0,2,0,4,1,9,0,2,3,245,0
12,3,14,3,0,2,2,5,1,3,1,8,8,181,0
1,1,7,4,0,4,2,4,1,3,0,2,5,189,0
24,1,11,4,1,4,5,4,1,5,0,2,7,316,0
27,1,10,3,1,4,1,3,1,5,1,2,4,301,0
16,3,7,4,1,4,2,3,1,3,0,12,7,174,0
3,3,9,4,1,4,2,1,2,3,0,2,10,171,0
29,1,27,1,1,4,2,1,1,5,1,2,9,179,0
1,1,18,3,1,4,2,5,1,3,1,4,4,172,0
11,1,7,4,0,4,4,1,2,3,0,6,8,146,0
8,1,31,4,1,4,4,3,1,5,1,2,1,157,1
12,1,30,4,1,4,2,1,1,11,0,2,3,182,0
1,1,23,3,1,4,4,4,1,4,1,2,3,149,1
2,1,15,4,0,4,4,1,2,3,0,2,3,158,0
23,1,17,4,0,4,5,5,2,11,1,2,3,312,0
10,1,10,1,1,4,2,4,2,6,0,8,8,170,0
5,3,12,5,0,4,4,4,1,3,0,3,3,153,0
1,3,11,5,1,5,2,1,2,3,1,8,5,183,1
11,1,16,3,1,4,4,1,1,3,1,2,3,148,0
16,3,33,5,0,4,1,4,1,7,0,2,9,260,0
1,1,10,4,1,4,4,3,2,3,0,2,1,139,1
9,3,23,5,1,4,0,4,1,2,0,7,10,205,0
10,1,25,4,1,2,4,1,1,6,0,2,1,162,0
25,1,9,3,1,6,2,4,1,7,0,2,3,180,0
15,3,9,4,1,4,1,4,2,3,0,2,5,285,0
1,3,17,3,0,5,4,3,2,3,0,2,1,137,0
2,1,23,3,1,2,2,5,2,2,0,2,8,182,0
5,3,14,2,1,2,2,1,1,6,0,8,8,194,0
13,1,7,3,1,2,0,1,1,2,0,4,3,221,0
10,1,31,4,0,4,2,4,1,9,0,2,9,182,0
6,3,14,4,1,5,2,3,1,3,0,5,9,180,0
12,1,32,4,0,5,0,4,1,5,0,2,2,246,0
31,1,7,4,1,6,2,3,1,4,1,2,3,182,0
5,1,12,1,1,4,4,1,1,2,1,2,4,173,0
5,2,9,6,1,5,2,5,1,5,0,2,1,189,0
19,1,14,4,1,4,0,5,1,3,0,10,12,177,0
5,1,9,4,1,4,4,1,1,2,1,3,3,152,0
7,1,12,4,0,4,0,4,1,8,0,2,9,244,0
1,1,17,3,1,4,1,5,1,3,1,12,11,296,0
17,1,17,4,0,4,4,1,2,2,0,2,8,150,0
23,1,7,2,0,5,1,3,2,9,1,2,8,265,0
16,1,15,3,1,5,2,4,1,4,0,8,8,174,1
1,1,12,4,0,4,4,4,2,3,1,2,3,150,0
6,3,15,1,0,5,2,4,1,3,1,12,10,177,0
1,3,9,4,1,4,2,3,2,3,1,2,5,170,0
5,3,14,5,1,4,2,1,1,6,0,2,8,200,0
6,1,9,3,0,2,2,1,2,9,0,2,8,176,0
1,1,9,3,1,6,4,1,1,7,1,3,3,160,1
4,1,35,3,0,4,2,1,1,3,0,2,10,183,0
5,1,14,4,0,5,0,3,1,3,0,9,3,214,0
13,1,14,3,1,5,5,1,1,3,0,14,4,318,0
3,3,10,3,0,4,2,3,1,6,1,2,1,177,1
7,3,17,5,1,5,2,1,2,5,0,2,2,172,0
21,1,12,4,1,4,5,3,1,6,0,2,2,308,0
17,1,17,4,0,5,2,3,1,3,0,2,1,178,0
1,3,7,5,1,4,2,4,1,2,1,2,5,188,0
28,1,27,4,0,4,2,3,2,5,0,2,4,174,0
17,1,14,4,0,4,0,5,1,10,0,2,3,225,0
19,1,15,6,1,4,2,1,1,11,0,10,9,162,0
14,3,7,3,1,6,2,1,1,4,1,2,3,200,0
1,1,15,6,1,6,4,5,1,3,1,2,8,146,1
3,1,16,6,1,5,4,1,2,2,0,3,3,165,0
4,3,12,5,0,5,2,3,1,3,0,2,3,186,0
1,3,15,5,0,4,2,4,1,3,0,2,8,187,0
11,1,12,3,1,4,2,1,1,9,0,2,5,188,0
12,1,22,4,1,5,0,1,1,2,1,2,10,240,0
5,1,14,3,0,4,0,1,2,3,1,5,11,196,0
3,3,17,5,0,5,2,4,1,3,1,2,8,208,0
9,1,12,2,1,4,0,4,2,2,0,2,14,206,0
1,1,33,4,1,4,4,1,1,3,0,2,3,154,0
15,1,13,3,1,5,2,4,2,8,1,2,3,185,0
21,3,11,3,1,4,2,3,2,5,0,2,1,155,0
16,1,30,4,0,4,1,1,2,4,0,2,1,285,0
3,3,9,4,1,4,2,3,1,3,0,2,3,171,0
16,2,9,1,1,4,4,3,1,2,1,2,1,152,0
6,1,9,3,0,4,4,4,1,3,0,2,8,149,0
22,3,36,3,0,4,0,3,1,5,0,2,1,250,0
11,1,13,3,1,2,2,5,1,6,1,7,8,185,0
4,3,32,1,0,4,2,3,1,9,1,3,3,172,0
1,3,7,4,1,4,2,3,1,3,0,8,8,178,0
16,1,9,6,1,5,2,1,2,5,0,2,1,193,0
1,3,7,1,0,5,4,4,2,3,1,2,3,147,1
10,3,7,3,0,4,2,1,2,6,0,2,1,192,0
10,3,10,3,1,5,0,1,1,6,0,2,3,222,0
31,1,7,3,1,4,2,3,1,4,0,2,3,193,0
14,1,17,4,0,2,4,3,1,5,1,2,8,147,0
1,3,16,3,1,4,4,1,2,3,0,3,3,151,0
1,3,12,5,0,4,4,3,2,3,1,2,1,154,1
11,1,17,3,0,4,4,5,1,8,0,2,4,160,0
20,1,14,3,0,4,2,3,1,4,0,2,1,178,0
5,3,11,5,1,4,2,4,2,3,0,8,3,219,1
24,1,17,2,1,5,0,1,2,8,0,2,3,230,0
4,3,29,5,1,5,2,3,1,4,1,2,1,189,1
5,1,16,4,1,5,4,4,2,2,1,3,3,152,0
1,3,19,4,0,2,4,4,2,3,0,2,1,152,1
3,1,30,4,1,4,4,1,2,11,0,2,3,147,0
9,1,16,4,1,5,2,4,2,11,0,2,1,190,0
1,1,7,3,1,4,4,4,1,3,0,2,5,163,0
2,3,16,4,1,4,2,1,2,3,0,2,8,178,0
23,1,14,6,1,5,0,3,2,10,0,2,1,235,0
25,3,21,4,0,4,2,1,1,6,0,2,8,174,0
10,1,9,4,0,4,4,3,1,6,0,3,3,150,0
1,3,26,5,1,2,2,1,2,10,1,2,5,178,1
29,1,9,4,0,4,1,1,2,4,1,2,3,292,0
1,3,17,5,0,4,2,3,1,3,1,2,4,168,0
4,3,9,1,1,4,4,4,1,3,0,2,1,150,0
1,1,10,1,1,4,4,5,2,2,0,2,5,156,1
1,1,18,3,0,4,4,4,1,3,0,2,3,147,0
10,3,9,3,1,5,0,3,1,3,0,10,1,201,0
1,1,11,1,1,4,4,1,2,11,1,2,1,148,1
11,1,21,4,0,4,4,5,1,3,0,13,18,155,0
14,3,9,5,0,4,2,4,1,9,0,2,4,182,0
16,1,7,4,0,4,4,5,1,5,0,2,3,151,0
11,1,17,4,1,4,2,4,2,4,1,2,2,167,0
17,1,19,4,1,5,1,4,1,3,0,4,10,268,0
14,1,9,3,0,5,2,3,1,8,0,2,1,159,0
28,1,12,3,1,4,5,5,1,6,0,2,3,319,0
8,3,11,5,0,4,2,3,1,11,0,2,3,190,0
5,1,14,3,0,4,2,5,1,3,0,4,13,168,0
17,1,28,3,1,4,4,1,1,9,0,2,3,148,0
17,1,15,6,0,4,2,3,1,6,1,2,3,170,0
1,3,11,4,0,5,2,1,2,3,1,2,4,170,0
11,1,32,3,0,4,2,3,1,5,1,11,8,169,0
5,1,7,4,1,5,4,5,1,3,0,4,3,147,0
13,1,7,4,1,4,5,3,1,3,1,2,7,317,0
30,3,13,4,0,2,1,5,1,11,0,2,8,257,0
4,3,19,1,0,4,2,3,2,2,0,5,5,191,0
15,3,7,5,1,2,0,5,1,3,0,2,8,209,0
2,1,24,3,1,4,2,5,1,3,0,2,9,171,0
1,1,10,3,1,4,4,5,1,7,0,2,3,165,1
26,1,10,3,1,5,0,3,1,4,1,2,5,205,0
19,1,17,4,1,4,4,1,1,5,0,2,3,152,0
26,1,11,4,0,4,1,1,1,4,0,2,5,291,0
16,1,36,4,0,4,2,3,1,4,0,2,3,171,0
4,1,9,4,0,6,2,1,2,4,0,2,3,186,0
31,1,14,4,0,4,5,5,1,7,0,12,11,321,0
20,1,25,3,0,4,2,3,1,4,0,2,9,173,0
16,1,35,1,0,5,2,1,1,2,0,2,5,170,0
1,3,7,1,0,4,4,4,2,3,1,2,5,157,1
1,3,13,5,0,6,4,3,1,2,0,2,1,149,1
12,1,9,4,1,4,4,1,1,3,1,2,1,142,0
14,3,9,4,0,4,5,3,1,2,0,2,13,305,0
1,1,30,4,0,4,4,1,1,3,0,2,3,154,0
4,1,10,4,1,4,4,1,1,6,0,2,5,146,0
3,1,10,3,1,5,0,3,1,3,0,2,8,244,0
1,1,32,1,0,5,4,4,1,7,0,2,2,150,1
1,2,9,1,1,5,4,1,2,3,0,2,1,151,1
4,3,29,6,0,4,0,5,1,2,0,8,9,209,0
31,3,36,5,1,5,1,1,1,5,0,2,1,266,0
24,1,36,4,1,5,1,3,1,2,0,16,8,295,0
4,1,9,3,0,4,4,1,2,2,0,7,8,151,0
31,3,35,5,0,5,0,5,1,6,0,14,3,228,0
21,1,9,3,0,4,2,1,1,7,0,2,5,176,0
20,1,9,4,1,4,1,3,1,8,0,2,2,304,0
9,1,29,4,1,6,4,3,2,2,0,5,4,167,0
28,1,6,4,0,4,2,3,2,9,0,2,1,163,0
8,1,9,4,1,5,4,3,1,5,0,6,8,153,0
6,3,17,5,0,5,0,1,1,4,1,2,3,216,0
5,1,16,4,1,4,0,4,1,3,0,2,9,231,0
1,1,22,3,1,4,0,3,1,9,1,8,8,261,1
1,1,17,3,1,6,4,1,1,9,0,2,4,159,1
4,3,14,5,1,4,4,4,2,2,0,2,3,155,0
9,1,23,4,1,4,0,3,1,6,1,2,1,201,0
1,1,27,4,1,4,0,3,1,5,0,2,3,223,1
1,2,30,6,0,4,0,5,1,11,1,2,3,225,1
16,1,12,6,1,4,4,3,1,6,0,3,1,146,0
10,3,17,3,1,4,0,1,2,3,0,10,3,225,0
1,1,11,1,1,5,4,3,2,7,0,2,3,164,1
22,3,9,5,0,4,2,1,1,4,0,7,8,166,0
29,3,25,4,0,4,1,4,2,5,0,8,9,293,0
15,3,17,4,1,4,2,1,2,9,0,2,11,187,0
9,3,7,5,1,4,2,3,1,11,0,7,10,172,0
14,1,13,4,0,4,1,3,2,9,0,2,14,257,0
13,1,15,4,0,4,4,3,1,3,0,2,8,163,0
5,3,9,4,1,4,2,1,2,6,1,2,6,191,0
16,1,31,3,1,4,0,5,1,3,1,6,9,199,0
19,3,9,6,1,4,2,4,1,2,0,4,8,173,0
1,2,24,4,0,4,4,3,1,2,1,2,1,152,1
3,1,26,1,1,4,2,1,1,6,0,2,3,168,0
7,1,7,3,0,2,1,3,1,6,0,2,6,287,0
5,3,14,4,1,5,0,1,1,11,0,2,2,241,0
1,3,12,5,1,4,4,4,2,3,1,2,1,144,1
14,3,35,6,1,6,0,5,1,5,0,2,2,234,0
15,1,9,6,0,5,2,3,2,4,1,2,8,193,0
1,3,36,3,1,4,2,3,1,7,0,2,1,168,0
9,3,7,3,0,4,2,3,2,3,0,2,4,174,0
8,3,28,4,1,2,2,1,2,3,0,6,8,178,0
1,1,31,1,1,6,4,1,2,3,1,2,1,148,1
11,1,7,2,0,4,0,1,2,6,0,2,3,200,0
20,1,25,3,0,4,0,3,1,7,0,2,3,230,0
15,3,9,4,0,4,1,5,1,9,0,12,9,291,0
11,3,16,3,1,4,0,4,1,3,0,8,3,213,0
26,1,13,1,1,4,2,5,1,5,1,7,10,181,0
1,3,18,6,1,2,2,3,1,10,0,2,3,172,1
1,3,31,3,1,4,4,1,1,2,0,3,2,149,0
12,1,17,3,0,4,2,3,1,5,0,2,3,223,0
11,1,7,4,0,4,2,4,1,8,0,5,4,189,0
23,1,25,4,1,5,5,3,1,3,1,2,10,320,0
1,1,30,3,1,2,4,1,1,3,1,2,5,152,0
1,3,35,5,1,4,2,4,1,3,0,2,5,188,0
1,1,24,6,1,5,4,4,1,3,0,2,1,146,0
24,2,10,3,1,4,5,4,1,3,0,11,8,307,0
1,3,20,3,1,4,4,3,1,3,0,2,7,146,0
1,1,14,4,0,4,4,3,1,3,1,2,3,154,1
1,3,19,4,1,5,4,5,1,3,0,2,1,145,1
8,1,7,4,1,5,4,1,1,3,1,2,4,161,0
1,3,20,3,1,4,2,5,1,4,0,2,3,167,1
9,1,32,6,1,5,2,1,2,6,0,2,3,162,0
5,3,13,3,1,2,2,1,1,6,0,6,8,180,0
1,1,13,3,0,5,4,3,1,2,0,2,4,147,0
11,3,9,5,1,4,2,3,1,6,1,2,3,221,0
1,1,7,4,0,5,4,4,2,3,0,2,1,153,0
16,1,9,4,0,4,2,1,1,3,0,3,3,166,0
17,1,13,6,1,5,1,1,1,6,1,2,1,291,0
12,1,7,4,0,4,4,5,2,5,0,2,1,151,0
17,1,16,3,1,4,2,3,1,5,1,5,8,182,0
22,1,7,4,0,5,1,5,1,9,0,2,3,279,0
18,2,7,4,0,5,2,3,2,6,0,2,3,185,0
8,3,21,1,0,4,4,3,1,3,1,2,7,151,0
1,3,9,5,1,4,4,5,1,2,0,2,3,155,1
1,3,29,1,1,4,4,3,2,3,0,2,3,159,0
18,1,10,6,1,4,5,1,1,6,1,2,2,320,0
1,1,13,3,1,4,4,3,1,2,0,3,3,153,0
7,3,15,5,1,4,2,3,1,2,0,2,3,196,0
6,1,16,4,0,4,2,1,1,3,1,2,6,188,0
4,1,10,3,0,4,4,3,1,3,0,2,1,146,0
27,3,7,3,0,4,2,5,2,9,0,9,11,209,0
8,1,7,4,1,4,4,1,1,3,0,9,9,152,0
9,3,33,4,0,4,2,5,1,4,0,2,1,168,1
1,1,13,4,0,4,4,1,1,3,1,2,3,81,0
11,1,10,6,1,4,0,3,1,3,0,8,3,219,0
3,3,10,3,0,4,2,3,1,3,0,2,3,181,0
9,1,13,4,1,6,2,1,2,3,0,12,9,191,0
7,1,13,4,1,4,2,1,1,5,0,5,8,202,0
28,2,26,3,1,4,0,4,1,4,0,2,2,232,0
